0,0,21,58,19,51,22,43,28,42
0,1,21,47,19,48,20,43,26,34
0,2,19,47,19,43,20,43,24,27
0,3,17,47,19,39,20,43,22,28
0,4,17,43,19,37,17,38,24,26
0,5,17,45,19,37,17,41,24,26
0,6,16,45,19,37,17,42,24,26
0,8,16,44,23,35,21,43,24,31
0,9,16,44,27,42,21,47,28,39
0,10,26,49,36,51,25,47,42,45
0,11,25,49,35,51,22,50,33,38
0,12,25,49,28,49,22,49,28,35
0,13,23,51,24,49,22,49,28,34
0,14,23,51,22,45,22,48,27,30
0,16,23,51,22,45,23,48,20,30
0,17,26,51,19,45,23,48,20,30
0,18,26,48,19,45,23,49,20,27
0,19,33,51,19,44,30,50,22,27
0,20,36,54,22,44,44,50,22,27
0,21,41,51,24,41,39,46,22,26
0,22,40,49,22,38,31,46,18,26
0,24,37,51,22,28,31,46,18,26
0,25,37,51,22,28,31,46,18,26
0,26,34,46,18,28,22,46,18,28
0,27,30,51,18,29,23,46,18,28
0,28,30,51,18,29,23,46,18,28
0,29,36,51,18,29,32,43,21,26
0,30,35,47,18,27,33,40,21,26
1,30,35,45,18,28,35,35,21,24
2,30,39,46,18,28,40,42,21,25
2,29,42,41,18,28,32,41,21,23
2,28,40,43,17,28,30,44,21,23
2,27,35,43,15,28,23,36,21,23
2,26,35,43,18,27,23,41,21,23
2,25,29,45,19,27,19,42,17,23
2,24,29,45,22,27,19,44,17,20
2,23,29,46,20,27,20,46,18,24
2,22,29,52,21,29,24,46,20,25
2,21,39,52,27,31,44,53,31,26
1,21,34,52,27,32,36,47,24,27
1,20,39,53,29,33,48,47,26,25
2,20,50,53,29,34,49,49,30,26
2,19,44,53,27,31,29,52,23,26
2,18,42,53,27,31,28,52,19,25
2,17,33,58,11,31,26,51,18,25
2,16,26,56,18,33,22,52,21,26
2,15,26,56,18,35,21,47,17,29
2,14,24,56,23,37,18,51,25,30
2,13,23,55,25,37,18,45,22,31
2,12,23,53,28,45,18,46,25,31
2,11,23,50,34,50,23,46,34,45
2,10,0,54,41,50,24,46,43,48
1,9,22,53,45,48,24,46,47,48
1,10,22,53,45,41,23,48,47,48
2,10,23,53,46,46,25,48,45,46
2,9,23,53,46,49,22,48,35,35
2,8,23,50,39,47,17,39,28,33
2,7,20,43,25,45,17,35,23,27
2,6,20,40,23,42,17,38,22,27
2,5,18,42,23,40,16,33,22,28
2,4,18,42,22,40,16,34,20,28
2,3,18,33,18,39,15,40,20,27
2,2,0,35,18,35,15,35,21,30
2,2,0,36,18,35,15,30,22,30
2,1,0,36,21,36,17,33,23,40
2,0,24,35,22,36,25,34,24,46
1,0,22,38,25,42,22,39,27,43
3,0,21,41,26,41,25,39,28,43
4,0,21,47,29,46,21,43,28,46
4,1,21,47,27,42,21,39,28,35
4,2,0,44,22,40,20,44,22,40
4,3,24,48,22,41,19,44,22,38
4,2,21,48,22,43,19,44,22,35
4,4,21,44,15,43,19,40,20,33
4,5,19,44,17,42,22,43,20,31
4,6,19,49,20,47,22,49,25,33
4,7,17,45,19,47,21,42,27,33
4,8,17,45,23,48,25,44,28,39
4,9,17,47,29,47,24,45,33,39
4,10,31,52,42,46,24,45,44,39
3,10,29,52,46,54,24,51,44,47
4,11,27,53,42,56,24,51,35,52
4,12,27,55,33,53,24,51,30,37
4,13,27,55,29,50,22,51,23,34
4,14,27,52,34,46,22,51,23,31
4,15,27,52,29,45,22,53,23,25
4,16,28,48,26,43,26,59,26,28
4,17,32,54,26,42,28,58,20,25
4,18,30,46,26,40,28,56,23,24
4,19,33,44,26,38,38,53,22,23
4,20,45,46,27,36,46,54,29,27
3,20,45,49,26,32,49,53,29,23
3,21,46,51,30,32,49,53,28,25
4,21,47,57,36,32,50,56,30,27
4,22,44,54,33,32,37,48,27,21
4,23,40,50,31,32,27,44,23,21
4,24,37,50,29,30,26,44,20,21
4,25,33,45,24,28,26,42,19,20
4,26,35,45,24,26,25,42,19,18
4,27,37,42,23,23,26,41,19,18
4,28,40,42,23,24,28,37,19,18
4,29,43,48,21,24,30,39,20,19
4,30,47,47,21,25,40,44,29,20
3,30,49,50,21,25,34,39,22,20
5,30,52,53,22,28,40,47,27,26
5,29,52,58,25,28,38,49,27,26
5,28,51,58,24,31,36,50,26,30
5,27,45,50,24,35,30,54,26,31
5,26,39,48,29,35,30,54,27,30
5,25,38,51,29,37,29,61,27,32
5,24,38,55,32,38,30,62,27,36
5,23,39,55,32,41,35,60,28,32
5,22,43,55,40,41,41,63,28,39
5,21,46,58,40,41,47,63,30,37
5,20,49,59,36,41,50,63,30,33
5,19,46,59,37,41,43,65,30,34
5,18,45,63,38,46,36,65,30,32
5,17,42,66,37,46,34,66,27,41
5,16,41,66,34,47,32,65,27,41
5,15,41,66,32,47,31,65,27,38
5,14,41,52,36,49,31,59,30,42
5,13,32,55,35,50,29,56,30,46
5,12,30,55,38,52,28,52,30,50
5,11,30,57,43,59,30,52,37,60
5,10,29,54,43,57,29,47,44,58
5,9,29,52,41,58,29,50,42,52
5,8,27,51,36,55,30,50,39,47
5,7,12,44,31,48,32,50,33,46
5,6,17,50,30,51,29,50,33,49
5,5,17,48,30,49,26,45,31,48
5,4,0,49,30,49,27,45,30,48
5,4,21,49,29,48,30,45,30,48
5,3,21,46,28,45,31,45,30,48
5,2,21,46,28,45,31,46,30,51
5,1,21,46,31,48,31,42,29,51
5,0,0,47,31,48,29,42,29,48
5,0,0,47,30,49,28,43,30,48
6,0,0,47,31,48,28,43,31,54
7,0,36,50,32,58,28,53,31,61
7,1,36,59,35,61,36,57,35,61
7,2,32,59,35,60,40,60,40,61
7,3,34,59,35,65,32,57,39,62
7,4,35,59,41,68,32,56,40,62
7,5,35,59,36,68,41,57,41,62
7,6,37,59,36,65,41,56,41,60
7,7,39,58,32,60,41,56,41,51
7,8,39,59,36,62,43,56,43,58
7,9,41,60,48,66,44,61,51,55
7,10,39,61,49,63,35,65,49,54
6,10,60,61,49,62,41,56,46,54
7,11,57,64,43,61,47,57,47,55
7,12,49,61,40,64,47,62,46,55
7,13,49,61,37,63,46,58,46,55
7,14,47,60,39,63,45,63,46,54
7,15,46,61,39,63,45,63,42,52
7,16,47,65,41,59,46,62,42,52
7,17,47,68,42,52,49,62,42,46
7,18,47,70,47,52,49,65,42,45
7,19,65,67,44,50,52,64,40,45
7,20,60,61,44,46,55,59,40,43
7,21,58,64,42,45,55,59,42,41
6,20,54,61,36,41,47,59,34,33
6,21,59,61,39,41,50,56,32,32
7,22,59,60,39,42,54,56,32,32
