0,0,14,50,23,43
0,1,15,51,23,43
0,2,17,51,24,42
0,3,18,52,26,42
0,4,20,53,27,43
0,5,21,54,28,45
0,6,23,55,30,46
0,8,26,57,33,49
0,9,27,57,34,50
0,10,28,58,35,50
0,11,28,59,35,49
0,12,28,59,34,49
0,13,30,59,33,47
0,14,32,58,31,46
0,16,35,55,29,44
0,17,36,56,27,42
0,18,38,55,26,41
0,19,39,54,23,40
0,20,40,53,24,38
0,21,41,52,23,38
0,22,40,51,23,37
0,24,38,45,20,35
0,25,36,46,19,34
0,26,35,48,17,32
0,27,33,47,16,31
0,28,32,46,15,30
0,29,32,45,14,29
0,30,32,44,14,27
1,30,34,40,16,29
2,30,35,43,17,30
2,29,35,44,17,31
2,28,35,46,17,32
2,27,36,47,19,33
2,26,38,48,20,35
2,25,39,49,21,36
2,24,41,50,23,37
2,23,42,50,24,39
2,22,43,51,26,40
2,21,44,52,26,40
1,21,42,52,25,39
1,20,42,53,25,40
2,20,43,53,27,41
2,19,42,54,26,42
2,18,40,55,28,43
2,17,39,56,30,45
2,16,37,56,31,46
2,15,36,57,33,47
2,14,34,58,34,48
2,13,33,59,35,50
2,12,30,60,37,51
2,11,31,59,38,52
2,10,31,58,37,52
1,10,29,58,36,51
2,10,31,58,37,52
2,9,30,57,37,52
2,8,29,57,35,51
2,7,27,56,34,50
2,6,26,55,32,48
2,5,24,54,31,47
2,4,23,53,30,46
2,3,21,52,28,44
2,2,20,51,27,44
2,2,20,51,27,44
2,1,18,51,26,45
2,0,17,50,26,46
1,0,16,50,24,44
3,0,19,44,27,47
4,0,20,44,29,48
4,1,21,45,28,48
4,2,22,46,29,46
4,3,24,47,31,47
4,2,22,46,29,46
4,4,25,49,32,48
4,5,27,50,34,49
4,6,28,51,35,51
4,7,30,52,36,52
4,8,31,54,38,53
4,9,33,57,39,54
4,10,34,57,40,55
3,10,32,58,39,54
4,11,34,56,41,56
4,12,33,54,39,53
4,13,36,53,38,52
4,14,37,52,37,51
4,15,39,51,35,49
4,16,40,50,34,48
4,17,42,48,32,47
4,18,43,47,31,46
4,19,45,46,28,44
4,20,46,46,30,43
3,20,45,48,28,42
3,21,45,47,28,42
4,21,47,45,29,43
4,22,46,44,28,41
4,23,45,43,27,40
4,24,43,42,25,39
4,25,42,41,24,38
4,26,40,39,23,36
4,27,39,38,21,35
4,28,37,37,20,34
4,29,37,35,19,33
4,30,38,34,20,31
3,30,37,35,19,31
5,30,40,33,21,32
5,29,39,34,21,33
5,28,39,35,23,35
5,27,41,37,24,36
5,26,42,38,25,37
5,25,44,39,27,38
5,24,45,40,28,40
5,23,47,42,30,41
5,22,48,43,31,42
5,21,48,44,31,43
5,20,48,45,31,44
5,19,47,45,30,46
5,18,45,46,33,47
5,17,44,47,34,49
5,16,42,48,36,50
5,15,41,50,37,51
5,14,39,51,38,52
5,13,38,52,40,54
5,12,35,53,41,56
5,11,36,54,42,58
5,10,35,54,42,56
5,9,34,53,41,56
5,8,33,52,40,55
5,7,31,51,38,54
5,6,30,50,37,52
5,5,28,48,35,51
5,4,27,47,34,50
5,4,27,47,34,50
5,3,25,46,33,49
5,2,24,45,31,48
5,1,22,43,30,49
5,0,22,43,30,49
5,0,22,43,30,49
6,0,23,42,31,51
7,0,24,41,32,55
7,1,25,41,34,56
7,2,27,42,35,57
7,3,28,44,36,58
7,4,30,45,38,59
7,5,32,46,39,59
7,6,33,47,41,59
7,7,35,49,42,59
7,8,36,50,43,61
7,9,36,51,44,61
7,10,37,52,45,60
6,10,36,53,43,59
7,11,39,52,45,59
7,12,40,51,44,58
7,13,42,50,44,58
7,14,43,48,42,57
7,15,45,47,41,56
7,16,46,46,39,55
7,17,48,45,38,52
7,18,49,43,37,49
7,19,50,42,35,47
7,20,51,43,35,46
7,21,51,42,34,45
6,20,49,44,33,45
6,21,50,43,33,44
7,22,51,40,34,43
7,23,51,39,33,45
7,24,49,38,32,44
7,25,48,37,31,43
7,26,46,35,29,41
7,27,45,34,28,37
7,28,43,33,26,36
7,29,42,32,25,34
7,30,43,30,23,33
6,30,41,32,23,33
8,30,44,29,24,42
8,29,44,30,26,39
8,28,44,32,27,40
8,27,45,33,28,41
8,26,47,34,30,41
8,25,48,35,31,42
8,24,50,37,33,42
8,22,53,39,35,50
8,21,53,40,36,51
8,20,52,41,36,51
8,19,51,41,36,52
8,18,50,42,37,50
8,17,48,43,39,50
8,16,47,45,40,52
8,14,44,47,43,57
8,13,42,48,44,58
8,12,41,50,46,59
8,11,39,51,46,60
8,10,39,50,46,60
8,9,38,50,45,61
8,8,37,49,44,62
8,6,34,47,41,61
8,5,32,46,40,60
8,4,31,44,38,59
8,3,29,43,37,58
8,2,28,42,36,57
8,1,26,41,34,56
8,0,25,39,33,55
9,0,26,39,35,52
10,0,27,38,36,55
10,1,28,37,37,56
10,2,30,39,38,57
10,3,31,40,40,58
10,4,33,41,41,59
10,5,34,42,42,60
10,6,36,44,44,61
10,7,37,45,45,62
10,8,39,46,47,62
10,9,40,47,48,61
10,10,42,48,49,61
9,10,40,49,47,61
10,11,42,48,49,60
10,12,43,47,48,59
10,13,45,46,47,58
10,14,46,45,45,57
10,15,48,43,44,56
10,16,49,42,43,55
10,17,51,41,41,54
10,18,53,40,40,53
10,19,54,38,38,52
10,20,57,39,39,51
9,20,54,40,38,46
9,21,54,39,37,45
10,21,56,38,39,51
10,22,55,37,38,50
10,23,54,35,37,49
10,24,53,34,35,48
10,25,51,33,34,47
10,26,50,32,32,46
10,27,48,30,31,45
10,28,47,29,29,44
10,29,47,28,28,43
10,30,47,27,27,43
9,30,46,28,26,34
11,30,49,26,29,32
12,30,50,24,30,30
12,29,49,26,31,32
12,28,49,27,32,33
12,27,51,28,33,34
12,26,52,29,35,35
12,25,54,30,36,37
12,24,55,32,38,38
12,23,57,33,39,39
12,22,58,34,40,40
12,21,60,35,42,42
11,21,57,37,40,43
11,20,59,38,41,44
12,20,60,36,42,43
12,19,57,36,41,44
12,18,55,37,42,46
12,17,54,38,44,47
12,16,52,40,45,48
12,15,51,41,47,50
12,14,49,42,48,51
12,13,48,43,49,56
12,12,46,45,51,57
12,11,45,46,52,57
12,10,43,46,52,56
11,10,42,47,50,58
12,9,42,45,51,56
12,8,40,44,49,55
12,7,39,43,48,55
12,6,37,41,46,53
12,5,36,40,45,52
12,4,34,39,43,50
12,3,33,38,42,49
12,2,31,37,41,47
12,1,29,35,39,48
12,0,28,35,39,48
11,0,27,37,37,50
13,0,29,34,40,47
13,1,30,34,41,47
13,2,32,35,43,45
13,3,33,36,44,47
13,4,35,37,45,48
13,5,36,39,47,49
13,6,38,40,48,51
13,7,39,41,50,52
13,8,41,42,51,53
13,9,42,43,53,55
13,10,44,44,53,55
13,11,45,45,54,54
13,12,47,43,53,52
13,13,48,42,51,51
13,14,50,41,50,50
13,15,51,40,49,48
13,16,53,38,47,47
13,17,55,37,46,46
13,18,58,36,44,44
13,19,60,35,43,43
13,20,61,35,44,42
13,21,61,34,43,41
13,22,62,33,42,39
13,23,62,32,41,38
13,24,61,30,40,37
13,25,60,29,38,35
13,26,59,28,37,34
13,27,58,27,35,33
13,28,57,26,34,32
13,29,56,24,33,30
13,30,55,23,31,29
14,30,55,22,32,28
15,30,55,21,33,26
15,29,56,22,35,28
15,28,58,23,36,29
15,27,59,24,37,30
15,26,60,26,39,32
15,25,61,27,40,33
15,24,62,28,42,34
15,23,63,29,43,35
15,22,63,30,44,37
15,21,62,32,46,38
14,21,62,33,44,39
